Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
33.0,Female,Married,HR,Assistant,3.0,19097.0,89,25.0,4,9,2.0,3.0,3,33,1.0,6.0,31,9,3,4,1,4.0,2,0
35.0,Female,Married,Sales,Analyst,2.0,16214.0,21,1.0,11,8,1.0,4.0,4,25,0.0,8.0,47,6,4,1,3,29.0,1,0
52.0,,Single,HR,Analyst,3.0,5030.0,25,3.0,6,9,3.0,5.0,2,52,1.0,3.0,30,12,3,2,2,6.0,2,0
32.0,Male,Divorced,Marketing,Manager,1.0,8859.0,42,10.0,9,6,4.0,5.0,4,16,1.0,2.410916118,52,5,4,2,4,40.0,1,0
57.0,Female,Divorced,HR,Analyst,5.0,,86,8.0,7,8,4.0,5.0,1,85,0.0,1.0,47,14,1,2,1,19.0,2,0
31.0,Male,Divorced,IT,Assistant,4.0,,41,,14,9,2.0,3.0,2,18,0.0,2.0,59,13,3,1,2,49.0,2,1
57.0,Female,Divorced,IT,Assistant,4.0,16723.0,36,19.0,3,3,2.0,1.0,4,61,,3.0,32,0,3,4,4,10.0,1,0
58.0,Male,Single,Finance,,3.0,15590.0,56,3.0,14,7,,1.0,4,12,0.0,2.0,51,17,4,2,2,34.0,4,0
52.0,,Married,Sales,Assistant,2.0,7943.0,46,24.0,6,1,1.0,2.0,1,79,1.0,6.0,47,8,1,4,2,41.0,4,1
52.0,Male,Divorced,Sales,Manager,3.0,17581.0,28,26.0,7,1,4.0,1.0,1,43,1.0,3.0,56,19,3,1,4,16.0,1,0
24.0,Female,Single,Marketing,Analyst,2.0,12646.0,69,27.0,13,2,3.0,4.0,2,45,1.0,1.0,38,15,3,1,3,22.0,1,0
25.0,Female,Married,HR,Executive,5.0,5126.0,89,18.0,7,7,3.0,4.0,4,81,1.0,8.0,30,9,4,3,1,16.0,2,0
50.0,Female,Married,HR,Assistant,1.0,11192.0,85,3.0,14,1,3.0,5.0,2,75,0.0,5.0,45,6,2,2,2,31.0,1,1
35.27521615,Male,Divorced,HR,,5.0,,69,29.0,5,3,3.0,3.0,1,80,0.0,4.0,57,5,1,2,1,17.0,1,0
50.0,Male,Divorced,Marketing,Assistant,2.0,19248.0,59,12.0,14,8,4.0,3.0,2,82,1.0,2.0,36,14,2,4,1,37.0,3,0
,Male,Married,Marketing,Manager,5.0,9609.0,44,2.0,7,8,1.0,5.0,4,57,1.0,2.0,59,2,3,1,3,23.0,4,0
32.0,Female,Married,HR,Executive,1.0,13734.0,40,28.0,13,2,4.0,2.0,2,38,,7.0,59,17,4,1,3,27.0,3,0
29.0,Female,Married,Marketing,Assistant,3.0,,15,21.0,13,0,1.0,3.0,4,18,1.0,8.0,33,8,2,3,3,5.0,2,0
43.0,Male,Divorced,HR,Assistant,2.0,14378.0,38,14.0,7,0,1.0,,3,87,1.0,9.0,34,4,3,2,2,25.0,2,0
,Male,Single,Marketing,Manager,4.0,16758.0,69,19.0,6,7,1.0,1.0,4,90,0.0,1.404856799,58,14,4,4,4,11.0,3,0
50.0,Male,Single,Finance,Executive,4.0,16617.0,79,11.0,13,8,4.0,3.0,2,36,0.0,1.0,56,14,4,1,3,9.0,1,0
32.0,Female,Single,IT,Analyst,5.0,14587.0,39,16.0,3,8,,4.0,3,64,1.0,6.0,49,15,3,4,2,5.0,3,0
22.0,Female,Divorced,IT,Executive,4.0,17269.0,56,14.0,9,4,2.0,5.0,1,50,1.0,8.0,30,5,1,1,1,24.0,4,0
53.0,,Single,Marketing,,4.0,6661.0,58,8.0,13,1,2.0,2.0,2,47,0.0,5.0,38,4,2,3,4,16.0,4,0
47.0,Female,Single,HR,Analyst,1.0,14575.0,83,24.0,5,6,3.0,2.0,1,19,1.0,4.0,56,13,3,4,2,2.0,2,0
38.0,Male,Divorced,IT,Manager,1.0,,26,27.0,9,3,2.0,2.0,4,44,0.0,9.0,44,16,4,2,3,2.0,4,0
42.0,Male,Married,Sales,Analyst,1.0,13348.0,22,20.0,3,9,2.0,1.0,1,25,1.0,2.0,54,9,1,1,2,20.0,4,0
51.0,,Single,HR,Assistant,4.0,15101.0,77,14.0,14,3,4.0,4.0,2,38,0.0,3.343855078,57,11,1,4,1,4.0,1,1
32.31501159,,Married,Marketing,Manager,5.0,5090.0,92,25.0,7,3,3.0,4.0,4,2,0.0,2.565724565,41,12,2,2,3,34.0,1,0
52.0,Female,Single,Sales,Executive,2.0,14064.0,34,12.0,5,9,,,2,75,1.0,7.0,47,0,3,3,4,8.0,2,0
53.33592689,Female,Married,Marketing,Executive,3.0,15762.0,54,17.0,14,2,4.0,5.0,1,32,0.0,7.285336778,39,0,4,3,4,2.0,2,0
52.0,Male,Married,HR,Analyst,5.0,4098.0,87,23.0,14,3,2.0,5.0,3,23,0.0,4.0,45,3,3,4,2,15.0,1,1
22.0,Female,Divorced,Finance,Executive,5.0,6378.0,15,,8,8,1.0,2.0,3,50,1.0,7.0,35,15,3,4,2,8.0,2,0
26.0,Female,Single,Finance,Analyst,2.0,13744.0,25,12.0,11,6,3.0,5.0,3,21,0.0,3.0,47,15,2,2,3,24.0,2,0
43.0,Female,Single,HR,,1.0,9223.0,18,12.0,8,0,4.0,3.0,3,57,1.0,4.0,59,10,2,4,2,45.0,4,0
41.0,Male,Divorced,HR,Assistant,2.0,16995.0,52,7.0,5,4,3.0,2.0,2,78,1.0,1.0,37,3,4,1,2,33.0,4,0
42.0,Male,Single,Sales,Analyst,3.0,5010.0,31,10.0,11,1,1.0,4.0,2,19,0.0,8.0,39,14,1,3,4,29.0,2,1
49.0,Female,Single,HR,Assistant,5.0,,82,16.67501298,14,2,4.0,1.0,1,22,,1.0,56,4,1,3,1,1.0,2,0
37.0,Female,Divorced,,Analyst,3.0,8378.0,46,27.0,12,2,4.0,3.0,2,58,0.0,3.370750277,42,4,2,3,1,26.0,1,1
51.0,Male,Married,Sales,Assistant,4.0,17961.0,19,24.0,5,6,3.0,1.0,4,86,0.0,8.0,30,11,1,2,3,48.0,1,1
,Male,Single,Sales,Executive,5.0,,36,,13,2,4.0,3.0,4,49,0.0,7.0,45,13,2,3,3,4.0,3,0
52.66932198,Female,Divorced,Marketing,Executive,4.0,13350.0,92,3.0,8,6,4.0,2.0,2,31,1.0,7.0,39,11,4,3,4,2.0,4,0
24.0,Male,Single,IT,,2.0,17133.0,99,1.0,14,7,3.0,4.0,2,51,0.0,8.0,42,3,3,4,4,24.0,4,0
47.0,Male,Single,IT,Executive,4.0,13486.0,96,5.0,6,1,3.0,3.0,4,73,1.0,8.457275902,32,0,3,1,4,,4,0
23.0,Female,Single,HR,Assistant,1.0,8791.0,39,16.0,7,8,3.0,1.0,2,82,1.0,6.0,51,10,1,2,4,27.0,2,0
24.0,Male,Married,Sales,Executive,4.0,14094.0,49,18.0,7,7,4.0,2.0,2,30,1.0,6.2256042,47,17,2,2,4,32.0,4,0
52.0,Female,Married,,Executive,2.0,5400.0,93,18.0,6,4,3.0,3.0,2,53,0.0,3.0,44,19,2,2,1,31.0,4,1
24.0,Female,Divorced,Sales,Manager,4.0,6398.0,73,14.0,14,7,2.0,5.0,2,83,,2.0,55,6,2,4,4,17.0,4,0
53.85544079,Male,Divorced,,Assistant,5.0,6968.0,99,10.0,11,5,3.0,4.0,1,19,0.0,1.0,44,17,4,2,2,17.0,1,0
45.0,,Divorced,Finance,Analyst,5.0,,17,2.0,2,7,1.0,5.0,1,72,0.0,4.0,43,6,4,4,3,43.0,3,0
20.0,Male,Single,IT,Assistant,5.0,13849.0,38,21.0,11,0,2.0,4.0,3,43,1.0,4.0,37,7,2,2,3,15.0,3,0
23.0,Female,Married,Finance,Analyst,4.0,,83,26.68226553,13,5,4.0,1.0,2,25,0.0,5.0,40,5,3,1,4,33.0,4,1
58.0,Male,Divorced,Marketing,Executive,5.0,13300.0,47,23.0,5,7,3.0,5.0,2,18,1.0,1.0,43,8,2,2,4,22.0,4,0
45.0,Female,Divorced,,Manager,2.0,,84,28.48680273,6,4,3.0,5.0,2,90,0.0,8.0,50,11,4,3,2,14.0,4,0
52.0,Female,Single,Marketing,Executive,1.0,16063.0,61,3.0,12,2,,4.0,1,38,1.0,3.0,36,16,4,4,1,26.0,4,0
52.0,Male,Married,IT,Analyst,3.0,10315.0,67,1.0,4,4,3.0,2.0,3,18,,6.601184548,52,17,3,2,3,15.0,4,0
27.35887105,Female,Married,HR,Analyst,2.0,,59,9.0,10,2,3.0,3.0,3,95,0.0,4.0,33,19,1,2,4,2.0,3,1
39.82864359,Female,,Marketing,Manager,1.0,4141.0,85,25.66365454,14,5,4.0,1.0,2,46,0.0,4.0,44,2,2,3,4,28.0,2,1
35.0,Female,Divorced,HR,Executive,3.0,4566.0,97,4.0,6,5,3.0,1.0,4,73,0.0,1.0,36,19,2,3,1,12.0,4,0
40.0,Female,Single,Marketing,Assistant,5.0,10380.0,71,21.0,5,4,1.0,2.0,2,35,0.0,5.0,55,10,4,3,4,6.0,1,0
45.0,Female,Single,Finance,Manager,3.0,,99,16.0,11,6,3.0,4.0,2,87,0.0,8.0,33,18,1,3,4,40.0,1,0
42.0,Male,Married,HR,Assistant,4.0,12107.0,84,4.0,10,6,2.0,1.0,2,36,0.0,8.304750824,44,11,1,1,2,42.0,1,0
37.0,Male,Divorced,Marketing,Executive,4.0,7536.0,54,24.0,12,5,3.0,3.0,3,35,0.0,3.0,33,15,4,1,1,4.0,1,0
50.0,Female,Divorced,Marketing,Manager,5.0,6856.0,17,,9,5,1.0,2.0,4,82,1.0,3.0,39,18,4,2,2,12.0,3,0
31.0,Female,,HR,Executive,5.0,5904.0,63,15.0,11,3,2.0,5.0,4,50,0.0,1.0,57,8,4,3,2,9.0,1,0
28.0,Male,Divorced,HR,Assistant,2.0,8656.0,34,4.0,1,2,,4.0,4,13,0.0,7.0,55,9,2,4,2,4.0,3,0
,Female,Single,IT,Assistant,4.0,12993.0,92,12.0,10,9,3.0,4.0,4,37,,8.0,41,2,3,1,2,5.0,1,0
45.0,Male,Single,Sales,Assistant,1.0,4660.0,80,3.0,10,6,1.0,2.0,2,78,,1.0,30,15,4,2,4,,2,0
28.0,Female,Single,IT,Executive,2.0,10852.0,39,20.0,1,2,4.0,5.0,4,52,1.0,4.0,44,7,1,3,4,41.0,2,0
35.0,Female,Divorced,,Analyst,1.0,16712.0,18,23.0,2,8,3.0,5.0,4,58,0.0,6.0,45,17,1,2,4,2.0,4,0
43.0,Female,Divorced,Finance,Executive,4.0,9093.0,55,5.0,2,8,2.0,2.0,1,10,0.0,4.0,30,10,2,3,3,24.0,4,0
33.0,Female,Divorced,,Analyst,2.0,19977.0,77,,13,5,1.0,2.0,2,78,1.0,3.0,30,9,1,4,2,4.0,3,1
22.0,Male,Divorced,Sales,Manager,1.0,,62,6.0,14,6,3.0,2.0,2,21,1.0,3.0,42,3,3,4,1,,3,0
,Male,Married,HR,Assistant,1.0,,69,28.8850684,11,2,2.0,5.0,4,3,,4.0,59,12,1,3,2,,4,0
52.0,Male,Married,Marketing,Assistant,2.0,4329.0,16,26.0,4,2,3.0,4.0,4,56,1.0,7.0,50,17,3,2,3,28.0,1,1
43.0,,Divorced,IT,Executive,5.0,17936.0,37,9.25400991,14,0,,4.0,3,87,0.0,1.0,44,2,4,1,1,15.0,3,0
32.0,Female,Single,Sales,Manager,5.0,4234.0,99,2.0,10,2,4.0,4.0,2,4,0.0,6.0,49,9,4,2,1,32.0,4,0
21.0,,Married,Sales,Executive,3.0,8479.0,29,25.0,12,0,1.0,2.0,4,62,1.0,5.0,32,12,1,3,3,19.0,4,0
,Male,Married,Sales,Manager,1.0,,65,21.0,2,7,2.0,3.0,3,56,1.0,4.0,35,19,1,3,3,22.0,2,1
40.0,Female,Divorced,Sales,Analyst,2.0,12264.0,38,10.0,14,7,2.0,1.0,1,11,1.0,4.0,36,11,2,3,3,2.0,3,1
38.0,Female,Divorced,Sales,Assistant,4.0,10754.0,34,5.0,8,7,2.0,,2,51,1.0,3.0,57,4,4,1,2,8.0,4,1
44.0,Female,Divorced,Sales,Assistant,2.0,9879.0,70,29.0,8,7,3.0,3.0,4,1,1.0,7.793928354,47,16,3,4,3,36.0,2,0
41.0,Male,Divorced,Marketing,Analyst,5.0,10173.0,52,7.462776116,11,4,,1.0,1,37,1.0,4.0,47,16,1,2,1,8.0,4,0
,Female,Divorced,Marketing,Assistant,3.0,16138.0,39,15.0,2,6,1.0,2.0,1,56,1.0,2.0,53,4,3,1,1,24.0,3,0
,Male,,IT,Executive,2.0,17287.0,66,2.0,9,2,1.0,4.0,1,38,1.0,6.0,34,17,3,1,4,40.0,1,0
51.0,Female,Single,IT,Analyst,3.0,,65,10.0,9,9,3.0,4.0,3,29,0.0,3.0,34,19,4,2,4,33.0,3,0
,Male,Divorced,Sales,Assistant,5.0,8495.0,61,,9,1,3.0,3.0,2,27,1.0,4.0,58,4,2,3,1,5.0,4,0
58.0,Female,Single,IT,Analyst,5.0,16385.0,82,21.0,9,5,2.0,1.0,3,42,1.0,1.0,36,5,1,4,4,10.0,1,0
39.0,Male,Divorced,Sales,Manager,2.0,7914.0,94,24.18501097,12,0,3.0,4.0,2,68,1.0,7.0,50,8,2,3,2,38.0,1,0
,Male,Divorced,,Executive,4.0,,78,8.0,14,1,2.0,2.0,4,40,0.0,5.0,35,18,1,4,2,12.0,3,1
56.0,Female,Married,Finance,Executive,4.0,,57,26.0,7,6,1.0,1.0,4,26,0.0,4.0,38,14,2,3,4,14.0,2,0
28.0,Female,Single,Marketing,Executive,3.0,5427.0,85,23.0,9,8,3.0,1.0,3,71,0.0,2.0,38,8,1,2,4,41.0,1,0
,Female,Single,HR,Assistant,2.0,5084.0,71,21.0,8,6,3.0,4.0,4,40,0.0,6.0,44,18,2,2,2,25.0,2,0
44.0,Female,Married,Marketing,Manager,1.0,11930.0,53,12.0,10,9,2.0,3.0,2,32,0.0,5.0,57,17,4,2,1,48.0,2,1
52.0,Male,Single,,Assistant,5.0,5999.0,43,4.0,8,7,1.0,3.0,2,13,1.0,8.0,38,4,4,2,1,35.0,1,0
21.0,Female,Married,IT,Assistant,3.0,,40,28.21931559,7,7,4.0,3.0,3,43,1.0,2.0,35,15,1,1,2,25.0,1,0
38.78853557,Male,Single,,Analyst,5.0,13547.0,28,29.0,13,9,3.0,,3,18,0.0,7.0,56,2,3,2,1,44.0,1,0
48.0,,Married,Marketing,Assistant,2.0,9595.0,61,18.0,2,5,3.0,2.0,1,99,1.0,2.253753834,42,2,1,2,4,46.0,4,1
25.0,Male,Divorced,Marketing,Executive,3.0,8036.0,34,18.69311523,8,1,4.0,2.0,1,16,1.0,1.0,41,12,4,2,4,4.0,2,0
36.0,Male,Divorced,Marketing,Manager,3.0,11631.0,21,27.0,2,8,4.0,3.0,2,93,0.0,5.0,55,11,3,4,1,19.0,1,0
44.0,Female,Single,Sales,Manager,1.0,,96,3.0,2,6,,3.0,4,75,0.0,1.0,44,13,2,2,4,20.0,4,0
57.0,Female,Married,,Executive,3.0,18965.0,88,3.0,13,2,2.0,2.0,1,70,1.0,1.0,48,4,1,2,2,27.0,2,0
23.0,Male,Divorced,Marketing,Executive,4.0,,81,7.0,7,5,,,4,96,1.0,7.0,51,15,4,3,3,23.0,3,0
49.0,Male,Divorced,Finance,Manager,3.0,3893.0,67,22.0,7,9,2.0,1.0,2,62,1.0,8.0,40,10,2,1,3,39.0,1,1
39.0,Male,Married,HR,Manager,3.0,,79,17.0,1,0,2.0,2.0,4,85,1.0,3.0,53,18,3,1,3,47.0,2,0
22.0,Male,Single,,Assistant,2.0,3123.0,44,28.52385322,11,6,1.0,2.0,1,94,0.0,1.0,43,18,2,2,2,46.0,2,0
42.0,Male,Divorced,Finance,Manager,3.0,,80,29.0,7,8,4.0,1.0,4,24,1.0,8.501921288,31,8,4,3,3,13.0,4,0
37.0,Female,Single,IT,Assistant,1.0,4405.0,29,6.0,12,4,2.0,1.0,1,87,1.0,7.0,47,9,3,1,1,44.0,3,1
45.0,Male,Married,,Manager,2.0,,89,16.0,13,8,1.0,5.0,1,59,0.0,9.0,42,12,4,2,3,47.0,2,0
55.0,Female,Single,IT,,5.0,14121.0,84,28.0,5,7,3.0,2.0,2,31,1.0,5.0,53,11,3,1,4,15.0,1,0
27.0,Female,Married,Finance,Analyst,4.0,5527.0,84,5.0,5,7,3.0,1.0,4,22,0.0,5.0,46,8,1,4,4,,4,0
36.0,Female,Single,IT,Analyst,4.0,19337.0,71,22.0,12,5,4.0,2.0,1,93,0.0,8.0,54,5,2,3,2,39.0,3,0
56.0,Male,Divorced,Sales,,3.0,9509.0,37,17.0,6,3,3.0,3.0,1,40,1.0,2.0,46,16,4,1,3,48.0,4,0
52.0,Male,Single,IT,Analyst,1.0,9901.0,26,29.0,4,0,3.0,3.0,2,14,0.0,4.0,30,13,3,2,1,44.0,4,0
46.0,Male,Divorced,Sales,Manager,1.0,14018.0,62,11.0,7,5,3.0,3.0,1,50,0.0,4.0,52,18,4,4,1,26.0,4,0
,Female,Married,IT,Executive,1.0,8021.0,24,22.0,13,6,4.0,2.0,1,25,1.0,2.0,31,7,4,1,3,44.0,4,0
41.0,,Married,Finance,Manager,1.0,,31,12.0,2,9,2.0,2.0,3,62,1.0,8.0,47,9,1,4,2,26.0,2,0
45.0,Female,Divorced,Sales,Analyst,3.0,6697.0,66,12.0,8,8,2.0,2.0,3,6,,2.0,31,18,4,2,2,7.0,2,0
51.0,Male,Single,,Manager,5.0,,16,4.0,5,4,,4.0,2,93,0.0,3.0,31,19,3,3,4,1.0,2,0
43.0,Male,Married,Finance,Assistant,5.0,6833.0,74,9.175998776,8,1,1.0,,2,24,1.0,9.0,54,13,1,4,2,9.0,3,0
54.0,Male,Married,HR,,4.0,7450.0,71,14.31598172,7,6,4.0,1.0,2,22,0.0,4.0,35,18,2,3,1,8.0,1,0
56.0,Male,Married,,Analyst,5.0,13244.0,95,12.0,3,6,4.0,5.0,4,26,0.0,4.0,51,15,1,3,1,23.0,4,0
51.0,Male,Divorced,Finance,Executive,1.0,19629.0,87,,9,4,3.0,4.0,2,36,0.0,3.0,39,16,2,1,2,49.0,3,0
26.0,Male,Married,Finance,Assistant,3.0,18097.0,61,8.278645318,9,1,1.0,2.0,3,94,0.0,7.378131743,47,12,3,2,4,15.0,3,1
50.0,Female,Married,,Manager,2.0,11635.0,27,3.0,2,0,4.0,,2,80,0.0,3.0,33,19,4,2,1,44.0,1,1
31.0,Male,Married,IT,Executive,1.0,,88,27.0,3,5,3.0,3.0,1,70,1.0,8.0,59,6,1,4,2,19.0,3,0
30.0,Female,Divorced,Sales,Analyst,4.0,14800.0,36,13.0,11,5,,1.0,4,48,0.0,8.0,35,6,2,1,1,49.0,3,1
43.0,Female,Divorced,Finance,Analyst,2.0,19229.0,42,16.0,14,5,1.0,5.0,2,67,0.0,8.0,58,13,2,1,2,39.0,2,1
27.0,Female,Single,IT,Assistant,1.0,,69,25.0,10,2,2.0,4.0,3,98,,1.0,51,3,2,1,1,49.0,4,0
57.0,Male,,Marketing,Analyst,2.0,3334.0,92,13.0,11,0,3.0,4.0,2,39,0.0,3.897453715,49,18,1,4,2,12.0,4,0
41.0,Female,Single,IT,,1.0,,33,19.0,1,3,3.0,3.0,4,48,1.0,9.0,54,11,4,3,1,37.0,2,0
53.0,Male,Single,Finance,Manager,2.0,14878.0,15,,1,6,4.0,2.0,1,68,0.0,7.438849238,39,3,3,3,4,36.0,3,0
38.0,Male,Married,HR,Manager,3.0,4330.0,82,18.0,3,0,2.0,3.0,4,32,1.0,4.0,52,1,2,3,2,7.0,4,0
39.0,Female,Single,Sales,Analyst,5.0,13392.0,70,,12,9,1.0,2.0,1,6,,1.0,46,5,3,2,1,9.0,3,0
33.0,Male,Divorced,,Manager,5.0,4773.0,28,1.0,3,9,2.0,2.0,2,42,0.0,6.27663774,45,6,3,2,3,31.0,3,0
29.0,Male,Single,HR,Manager,3.0,7506.0,83,24.0,6,9,2.0,3.0,1,60,,4.0,32,6,1,4,1,22.0,2,0
35.0,Male,Divorced,Marketing,Analyst,5.0,4444.0,98,9.0,4,1,2.0,3.0,4,85,1.0,4.0,30,4,3,2,1,43.0,3,0
23.0,Female,Single,HR,Assistant,3.0,17646.0,36,10.0,10,4,3.0,5.0,1,43,0.0,8.0,49,11,2,4,2,12.0,1,0
46.0,Female,Single,IT,Manager,3.0,9630.0,58,9.0,11,7,2.0,4.0,3,89,1.0,9.0,49,13,1,4,2,34.0,3,0
47.0,Male,Single,Marketing,Executive,3.0,,63,12.0,7,4,2.0,2.0,1,90,0.0,7.0,58,7,3,1,4,40.0,1,0
35.0,Female,Single,Finance,Executive,5.0,,50,24.0,3,0,1.0,1.0,2,0,1.0,3.0,44,13,2,4,1,2.0,3,1
52.0,Male,Married,Marketing,Assistant,5.0,8807.0,83,10.0,4,0,1.0,1.0,2,12,1.0,1.0,47,14,1,4,4,44.0,4,0
,Female,Married,Marketing,Manager,2.0,,48,29.0,11,4,,,1,9,0.0,9.0,57,16,4,3,2,32.0,3,0
40.0,,Divorced,Sales,Analyst,5.0,14044.0,51,8.0,5,1,3.0,4.0,3,22,0.0,2.0,45,17,4,3,2,1.0,2,0
41.0,Male,Single,HR,Executive,2.0,12730.0,65,4.0,8,2,3.0,3.0,4,75,0.0,7.0,45,15,3,3,3,25.0,2,0
28.15106964,,Divorced,IT,,5.0,16526.0,51,24.80141305,9,1,1.0,5.0,1,46,1.0,7.0,57,15,1,1,4,4.0,4,0
28.0,Male,Married,HR,Manager,4.0,9220.0,39,14.0,3,8,4.0,1.0,4,14,1.0,8.0,54,5,2,2,1,38.0,4,0
28.0,Male,Single,Sales,Analyst,2.0,9128.0,19,29.0,1,4,1.0,4.0,3,11,0.0,2.0,40,5,3,3,1,45.0,1,0
46.0,Female,Single,HR,Analyst,3.0,,22,7.0,2,0,3.0,3.0,1,23,0.0,2.0,44,4,2,4,4,4.0,2,1
36.0,Male,Married,IT,Manager,4.0,17385.0,67,25.14068435,2,2,4.0,2.0,2,31,1.0,3.0,47,4,2,4,4,9.0,1,0
27.0,Female,Single,HR,Analyst,5.0,3660.0,41,10.0,3,7,1.0,3.0,3,89,0.0,5.255620154,50,17,2,4,3,18.0,4,0
35.0,Female,Single,Sales,Assistant,5.0,9250.0,75,24.0,2,3,1.0,3.0,4,15,1.0,6.0,45,7,1,3,4,41.0,4,0
,Male,Married,IT,Executive,4.0,10966.0,79,28.0,11,7,4.0,3.0,2,98,1.0,3.0,43,14,4,2,2,48.0,1,0
52.0,,Divorced,HR,Executive,1.0,17833.0,98,10.0,1,0,1.0,5.0,1,79,,3.0,34,9,1,2,3,11.0,3,0
20.0,Female,Divorced,Sales,Manager,3.0,12222.0,85,15.0,12,7,3.0,1.0,3,17,1.0,6.0,56,2,2,2,1,6.0,3,1
31.0,Male,Single,Sales,,2.0,3978.0,59,15.0,11,9,4.0,1.0,1,17,0.0,1.0,43,17,4,3,1,16.0,1,1
25.0,Male,Married,Marketing,Analyst,4.0,8461.0,17,2.868107412,6,8,3.0,5.0,4,53,1.0,2.0,35,0,2,4,1,8.0,2,0
24.0,Female,Divorced,IT,Executive,2.0,15599.0,75,24.0,7,6,2.0,4.0,1,79,1.0,3.0,48,16,2,2,1,19.0,4,0
35.7931147,Female,Divorced,IT,Analyst,5.0,14988.0,64,16.0,12,2,1.0,3.0,1,14,0.0,7.0,52,9,2,1,4,5.0,3,0
37.0,Female,Single,HR,Manager,1.0,4724.0,62,,1,1,2.0,2.0,4,86,1.0,1.0,45,14,1,4,3,40.0,1,0
37.0,Female,Divorced,Marketing,Manager,1.0,9220.0,87,10.0,9,0,2.0,5.0,1,98,1.0,7.249301383,34,5,3,1,3,26.0,3,0
20.0,Female,Married,IT,Manager,2.0,16253.0,61,29.0,7,9,,3.0,3,6,0.0,3.0,43,12,3,3,4,,3,1
38.0,Female,Divorced,Sales,Manager,5.0,5331.0,28,26.0,12,9,1.0,3.0,2,7,1.0,6.0,59,2,3,4,1,25.0,1,0
27.0,Male,Married,IT,Manager,1.0,19031.0,33,25.0,14,6,4.0,1.0,4,68,,2.0,35,11,1,4,2,9.0,4,0
22.0,Female,Married,Marketing,Manager,3.0,17817.0,76,,11,0,,5.0,4,92,0.0,2.0,44,16,3,3,1,35.0,2,0
44.0,Female,Single,Finance,Assistant,5.0,,20,28.0,4,5,,2.0,1,27,1.0,8.0,56,4,4,2,1,1.0,4,0
24.0,Male,Divorced,Sales,Assistant,4.0,9751.0,21,19.0,3,0,3.0,5.0,1,29,1.0,2.0,41,16,2,1,3,47.0,4,0
38.0,Male,Divorced,Sales,Assistant,4.0,,60,24.0,3,3,1.0,3.0,4,12,1.0,4.0,36,15,1,3,3,44.0,1,0
37.0,Male,Single,,Analyst,3.0,6217.0,47,10.0,4,4,3.0,2.0,3,40,0.0,4.0,36,19,1,2,2,,1,0
50.0,Male,Single,Sales,Analyst,5.0,11266.0,55,20.0,9,0,2.0,3.0,1,16,1.0,6.0,49,16,3,4,1,25.0,3,0
52.0,Male,Single,IT,Assistant,2.0,,87,,5,7,1.0,,4,45,1.0,6.0,46,9,1,1,3,36.0,2,0
37.0,Female,Divorced,,Executive,2.0,,93,21.0,10,6,3.0,1.0,2,44,,8.0,46,4,3,3,2,36.0,2,0
58.0,Male,Single,HR,Analyst,5.0,16398.0,83,,5,0,2.0,5.0,1,97,1.0,1.0,30,5,3,1,2,12.0,4,1
35.0,Male,Married,HR,Manager,3.0,,43,2.0,9,4,4.0,1.0,3,92,0.0,5.0,48,8,1,2,1,29.0,4,0
35.0,Male,Divorced,Finance,Analyst,5.0,16353.0,21,14.0,2,3,2.0,4.0,1,60,0.0,8.0,42,16,3,3,4,12.0,1,1
57.0,Male,Married,Finance,,2.0,7229.0,68,15.0,7,0,2.0,,4,6,0.0,8.0,31,14,2,1,2,13.0,1,0
26.0,,Single,HR,Executive,5.0,17928.0,25,22.0,7,3,2.0,5.0,4,77,0.0,6.0,44,5,4,3,1,11.0,3,1
33.0,Male,Single,IT,Manager,4.0,,56,10.0,6,3,3.0,2.0,4,35,1.0,6.0,41,5,3,3,2,7.0,4,1
44.0,Male,Married,HR,Executive,5.0,13931.0,97,9.0,14,5,,3.0,3,15,0.0,4.0,42,6,1,1,2,,3,0
51.0,,Single,HR,Executive,1.0,14068.0,19,19.0,4,3,4.0,2.0,1,14,1.0,1.0,34,0,3,2,1,22.0,1,0
,Female,Married,Sales,Analyst,2.0,19257.0,16,8.0,13,9,2.0,1.0,4,70,0.0,9.0,34,4,3,3,3,39.0,2,0
35.0,Male,Divorced,Sales,Manager,2.0,6406.0,57,2.0,3,2,2.0,3.0,1,35,1.0,8.0,32,11,3,1,2,32.0,3,0
48.0,Female,Divorced,Marketing,Manager,2.0,15357.0,18,,9,6,2.0,2.0,3,96,1.0,1.0,33,4,2,1,3,14.0,1,0
35.0,,Divorced,Sales,Executive,4.0,11625.0,95,,1,2,,,3,44,0.0,7.0,42,2,3,1,3,29.0,4,0
31.2438527,Female,Single,Sales,Assistant,2.0,18762.0,77,13.87226227,6,4,1.0,,3,57,0.0,9.523532291,39,6,2,2,3,35.0,2,0
36.0,Male,Single,IT,,1.0,4629.0,73,6.0,1,1,,5.0,4,42,1.0,7.0,50,2,2,4,2,42.0,2,1
56.0,,Married,,Manager,5.0,14925.0,44,3.352721372,6,9,3.0,2.0,1,69,1.0,1.0,44,3,3,4,1,12.0,1,0
